X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,5,sep,wed,0.899082569,0.476765459,0.843026892,0.4375,0.52233677,0.053333333,0.105882353,0,0.113883603
6,5,mar,mon,0.813455657,0.134284669,0.076297686,0.28125,0.378006873,0.16,0.317647059,0,0.114386242
8,6,aug,sun,0.816513761,0.353457739,0.757473421,0.286458333,0.412371134,0.586666667,0.317647059,0,0.1151402
3,4,sep,fri,0.911314985,0.505671423,0.860913071,0.682291667,0.494845361,0.453333333,0.376470588,0,0.128819158
4,3,mar,mon,0.737003058,0.180021954,0.097811132,0.21875,0.233676976,0.413333333,0.635294118,0,0.132301727
2,2,jul,fri,0.758409786,0.538968167,0.355597248,0.3125,0.316151203,0.853333333,0.376470588,0,0.132912074
7,4,sep,wed,0.813455657,0.292352726,0.888180113,0.28125,0.384879725,0.56,0.482352941,0,0.135389366
4,4,sep,sun,0.917431193,0.535309184,0.879299562,0.380208333,0.642611684,0.32,0.529411765,0,0.174307974
7,5,oct,mon,0.862385321,0.166483718,0.838649156,0.536458333,0.408934708,0.386666667,0.423529412,0,0.177252002
8,6,aug,sat,0.877675841,0.288327845,0.569355847,0.578125,0.546391753,0.253333333,0.482352941,0,0.20931318
4,6,sep,sun,0.917431193,0.535309184,0.879299562,0.380208333,0.828178694,0.146666667,0.317647059,0,0.23013679
8,6,aug,sat,0.877675841,0.288327845,0.569355847,0.578125,0.419243986,0.373333333,0.423529412,0,0.255986788
4,4,sep,wed,0.899082569,0.476765459,0.843026892,0.4375,0.762886598,0.08,0.482352941,0,0.317703658
1,5,sep,sun,0.917431193,0.535309184,0.879299562,0.380208333,0.810996564,0.16,0.317647059,0,0.341722615
6,4,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.498281787,0.373333333,0.270588235,0,0.371198794
9,4,sep,tue,0.639143731,0.257592389,0.808380238,0.125,0.690721649,0.28,0.317647059,0,0.379348724
4,5,sep,sat,0.886850153,0.432125869,0.811507192,0.40625,0.463917526,0.133333333,0.317647059,0,0.556062184
8,6,aug,sun,0.853211009,0.510062203,0.720200125,0.510416667,0.529209622,0.346666667,0.635294118,0,0.705417729
2,2,sep,sat,0.886850153,0.432125869,0.811507192,0.40625,0.481099656,0.413333333,0.164705882,0,0.721430367
1,2,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.501718213,0.333333333,0.211764706,0,0.76429828
2,4,aug,sun,0.93883792,0.436516648,0.705816135,0.630208333,0.384879725,0.68,0.423529412,0,0.036369511
2,4,aug,sun,0.865443425,0.62971094,0.844402752,0.677083333,0.625429553,0.52,0.847058824,0,0.010304097
3,4,aug,sun,0.865443425,0.62971094,0.844402752,0.677083333,0.776632302,0.306666667,0.694117647,0,0.002728611
5,4,aug,sun,0.865443425,0.62971094,0.844402752,0.677083333,0.738831615,0.32,0.588235294,0,0.000323125
2,4,aug,wed,0.877675841,0.324185876,0.597873671,0.458333333,0.567010309,0.733333333,0.211764706,0,0.002692708
3,4,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.60137457,0.333333333,0,0,0.008867985
8,5,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.776632302,0.133333333,0.317647059,0,0.002441389
8,5,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.680412371,0.28,0.317647059,0,0.000861667
6,5,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.615120275,0.293333333,0.376470588,0,0.000753958
7,4,aug,thu,0.868501529,0.388583974,0.675297061,0.375,0.591065292,0.306666667,0.270588235,0,0.005457222
6,3,aug,thu,0.859327217,0.494328577,0.745590994,0.286458333,0.505154639,0.346666667,0.317647059,0,0.03712347
8,6,aug,sat,0.93883792,0.417855836,0.694809256,0.53125,0.676975945,0.346666667,0.211764706,0,0.028794026
4,3,aug,sat,0.93883792,0.417855836,0.694809256,0.53125,0.591065292,0.386666667,0.270588235,0,0.002441389
7,4,aug,sat,0.865443425,0.614343213,0.833896185,0.671875,0.670103093,0.333333333,0.164705882,0,0.004954583
2,4,aug,mon,0.920489297,0.347237468,0.64590369,0.708333333,0.828178694,0.226666667,0.423529412,0,0.031773956
3,4,aug,fri,0.859327217,0.400292719,0.684677924,0.421875,0.240549828,0.92,0.847058824,0,0.011847916
2,4,aug,fri,0.859327217,0.400292719,0.684677924,0.421875,0.591065292,0.36,0.317647059,0,0.015258679
6,3,aug,fri,0.844036697,0.505305525,0.754846779,0.328125,0.518900344,0.32,0.376470588,0,0.005600833
4,4,aug,fri,0.941896024,0.602268569,0.824015009,0.635416667,0.604810997,0.506666667,0.317647059,0,0.023480415
4,4,aug,tue,0.923547401,0.362971094,0.656285178,0.71875,0.615120275,0.52,0.847058824,0,0.002836319
4,4,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.512027491,0.506666667,0.270588235,0,0.015797221
2,2,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.604810997,0.546666667,0.317647059,0,0.001866944
8,6,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.546391753,0.573333333,0.482352941,0,0.033281873
2,5,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.549828179,0.426666667,0.423529412,0,0.011093958
4,6,dec,sun,0.639143731,0.088547384,0.410131332,0.3125,0.020618557,0.56,0.952941176,0,0.032240692
8,6,dec,wed,0.626911315,0.090742774,0.411507192,0.234375,0.030927835,0.613333333,0.894117647,0,0.040175206
4,6,dec,thu,0.645259939,0.085620198,0.408255159,0.0625,0.030927835,0.613333333,0.529411765,0,0.019315693
4,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,0.064086454
3,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,0.038523678
4,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,0.079093814
4,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,0.035077011
6,5,dec,tue,0.669724771,0.081961215,0.405378361,0.09375,0.030927835,0.12,0.952941176,0,0.088931174
9,4,jul,sat,0.859327217,0.37028906,0.561976235,0.427083333,0.725085911,0.32,0.058823529,0,0.02872222
4,5,jul,fri,0.859327217,0.355653128,0.551219512,0.286458333,0.642611684,0.333333333,0.105882353,0,0.009478333
7,6,jul,tue,0.905198777,0.649103549,0.50681676,0.53125,0.780068729,0.173333333,0.588235294,0,0.310379492
8,6,jul,tue,0.880733945,0.313940724,0.519449656,0.401041667,0.443298969,0.693333333,0.376470588,0,0.023588123
6,4,jun,sun,0.822629969,0.316502012,0.331707317,0.291666667,0.347079038,0.413333333,0.164705882,0,0.00323125
6,5,jun,mon,0.822629969,0.330406147,0.340838024,0.348958333,0.512027491,0.32,0.588235294,0,0.012637777
7,4,sep,sun,0.798165138,0.296743505,0.861413383,0.255208333,0.443298969,0.506666667,0.588235294,0,0.001472014
3,4,sep,sun,0.798165138,0.296743505,0.861413383,0.255208333,0.673539519,0.266666667,0.376470588,0,0.018597638
6,3,sep,sun,0.883792049,0.376143432,0.916197624,0.473958333,0.70790378,0.173333333,0.164705882,0,0.051305066
4,4,sep,wed,0.889908257,0.411269667,0.939962477,0.416666667,0.532646048,0.346666667,0.164705882,0,0.005672638
4,4,sep,thu,0.883792049,0.341017197,0.892808005,0.40625,0.515463918,0.12,0.529411765,0,0.013571249
5,4,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.597938144,0.173333333,0.694117647,0,0.015833124
6,3,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.505154639,0.253333333,0.8,0,0.123361936
1,4,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.432989691,0.173333333,0.423529412,0,0.025885901
6,5,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.432989691,0.173333333,0.423529412,0,0.00362618
3,5,sep,thu,0.831804281,0.489937797,0.997123202,0.3125,0.298969072,0.32,0.270588235,0,0.007826805
6,5,sep,thu,0.752293578,0.184046835,0.877173233,0.239583333,0.326460481,0.546666667,0.164705882,0,0.015869027
4,3,sep,sat,0.877675841,0.363336992,0.907942464,0.395833333,0.663230241,0.16,0.423529412,0,0.011955624
3,3,sep,sat,0.877675841,0.363336992,0.907942464,0.395833333,0.687285223,0.16,0.317647059,0,0.023624026
7,4,sep,sat,0.847094801,0.444200512,0.962726704,0.401041667,0.594501718,0.173333333,0.482352941,0,0.056151941
4,4,sep,sat,0.847094801,0.444200512,0.962726704,0.401041667,0.443298969,0.346666667,0.211764706,0,0.040282914
1,4,sep,mon,0.874617737,0.309915843,0.869918699,0.453125,0.47766323,0.52,0.317647059,0,0.007647291
6,3,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.64604811,0.253333333,0.211764706,0,0.201199153
8,6,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.635738832,0.266666667,0.211764706,0,0.026855276
2,4,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.556701031,0.346666667,0.164705882,0,0.005277708
2,5,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.518900344,0.386666667,0.211764706,0,0.014109791
8,6,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.402061856,0.48,0.482352941,0,0.007826805
6,3,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.274914089,0.68,0.529411765,0,0.021900693
2,2,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.432989691,0.373333333,0.317647059,0,0.020931318
1,4,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.587628866,0.266666667,0.211764706,0,0.101209924
5,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.295532646,0.653333333,0.376470588,0,0.005888055
5,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.202749141,0.8,0.376470588,0,0.01331993
4,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.384879725,0.506666667,0.694117647,0,0.026244929
7,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.563573883,0.373333333,0.376470588,0,0.007288263
7,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.536082474,0.426666667,0.270588235,0,0.006175277
7,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.498281787,0.466666667,0.211764706,0,0.021433957
4,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.570446735,0.266666667,0.529411765,0,0.046889025
4,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.570446735,0.266666667,0.529411765,0,0.00452375
1,4,sep,fri,0.886850153,0.435418954,0.955722326,0.489583333,0.580756014,0.32,0.211764706,0,0.029153054
6,5,sep,fri,0.886850153,0.435418954,0.955722326,0.489583333,0.487972509,0.36,0.211764706,0,0.003913403
4,3,sep,fri,0.886850153,0.435418954,0.955722326,0.489583333,0.450171821,0.4,0.423529412,0,0.014145693
7,4,sep,fri,0.755351682,0.190998902,0.883927455,0.5625,0.378006873,0.653333333,0.317647059,0,0.001866944
4,3,sep,tue,0.868501529,0.397731431,0.931457161,0.296875,0.402061856,0.506666667,0.211764706,0,0.010519513
6,5,sep,tue,0.868501529,0.397731431,0.931457161,0.296875,0.580756014,0.266666667,0.270588235,0,0.020285068
6,5,sep,tue,0.868501529,0.397731431,0.931457161,0.296875,0.529209622,0.4,0.317647059,0,0.071913259
4,5,sep,tue,0.844036697,0.473106476,0.983739837,0.609375,0.402061856,0.306666667,0.588235294,0,0.006282986
6,5,sep,sat,0.847094801,0.33406513,0.899061914,0.395833333,0.432989691,0.426666667,0.529411765,0,0.045381108
7,4,sep,sun,0.840978593,1,1,0.328125,0.329896907,0.826666667,0.847058824,0,0.039708469
6,5,sep,sat,0.847094801,0.33406513,0.899061914,0.395833333,0.384879725,0.56,0.529411765,0,0.141277421
2,2,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.608247423,0.36,0.211764706,0,0.626970165
5,4,jul,wed,0.923547401,0.35967801,0.541838649,0.578125,0.518900344,0.32,0.8,0,0.027752845
8,6,aug,thu,0.831804281,0.699231614,0.772232645,0.3125,0.412371134,0.64,0.270588235,0,0.058629232
8,6,aug,wed,0.96941896,0.785583608,0.831019387,0.895833333,0.824742268,0.186666667,0.164705882,0,0.021039026
9,6,aug,thu,0.859327217,0.89791438,0.910819262,0.286458333,0.560137457,0.573333333,0.270588235,0,0.153915198
8,4,aug,sat,0.859327217,0.990852543,0.99249531,0.359375,0.587628866,0.386666667,0.482352941,0,0.04372958
2,4,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.573883162,0.466666667,0.211764706,0,0.05744444
3,4,sep,sun,0.825688073,0.342846689,0.906691682,0.552083333,0.563573883,0.533333333,0.588235294,0,0.088284924
6,4,aug,fri,0.957186544,0.819612148,0.851907442,0.583333333,0.656357388,0.253333333,0.317647059,0,0.103184576
7,4,feb,mon,0.648318043,0.023783388,0.040900563,0.171875,0.113402062,0.746666667,0.694117647,0,0.035759164
8,6,sep,fri,0.844036697,0.323088181,0.891181989,0.333333333,0.567010309,0.413333333,0.270588235,0,0.108354576
1,3,sep,sun,0.840978593,1,1,0.328125,0.608247423,0.373333333,0.423529412,0,0.254048038
4,5,feb,sun,0.657492355,0.021953897,0.039149468,0.140625,0.202749141,0.626666667,0.164705882,0,0.18590457
4,3,sep,sun,0.825688073,0.342846689,0.906691682,0.552083333,0.556701031,0.533333333,0.529411765,0,0.01306861
5,6,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.690721649,0.24,0.376470588,0,0.013032707
9,5,jun,wed,0.911314985,0.1701427,0.340337711,0.6875,0.817869416,0.253333333,0.482352941,0,0.029296665
3,4,sep,thu,0.844036697,0.311745335,0.883176986,0.390625,0.639175258,0.413333333,0.423529412,0,0.017771874
2,4,sep,wed,0.74617737,0.299304793,0.874921826,0.151041667,0.604810997,0.253333333,0.211764706,0,0.021685276
9,4,jul,mon,0.880733945,0.326015368,0.520950594,0.46875,0.639175258,0.16,0.482352941,0,0.005852152
6,3,jul,tue,0.892966361,0.58946213,0.688180113,0.421875,0.759450172,0.32,0.317647059,0,0.025203748
2,4,aug,sun,0.871559633,0.732528357,0.799124453,0.380208333,0.711340206,0.36,0.588235294,0,0.008760277
2,5,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.70790378,0.28,0.423529412,0,0.010950346
8,8,aug,wed,0.862385321,0.68935236,0.763352095,0.364583333,0.756013746,0.28,0.482352941,0,0.666929954
8,6,jul,sun,0.77675841,0.951701427,0.963477173,0.229166667,0.862542955,0.16,0.376470588,0,0.022618748
1,3,sep,sat,0.847094801,0.33406513,0.899061914,0.395833333,0.621993127,0.44,0.423529412,0,0.002585
8,6,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.780068729,0.213333333,0.376470588,0,0.017807777
2,4,aug,mon,0.874617737,0.746432492,0.809255785,0.385416667,0.81443299,0.24,0.211764706,0,0.008437152
3,4,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.701030928,0.386666667,0.423529412,0,0.011488888
1,3,aug,sat,0.874617737,0.64032199,0.725078174,0.458333333,0.656357388,0.333333333,0.423529412,0,0.022834165
2,4,aug,sun,0.920489297,0.849249909,0.872420263,0.484375,0.573883162,0.68,0.529411765,0,0.055074857
8,6,aug,mon,0.874617737,0.746432492,0.809255785,0.385416667,0.776632302,0.266666667,0.105882353,0,0.00193875
2,5,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.666666667,0.506666667,0.423529412,0,0.023085485
1,3,sep,fri,0.844036697,0.323088181,0.891181989,0.333333333,0.512027491,0.413333333,0.211764706,0,0.001184792
8,6,aug,mon,0.874617737,0.746432492,0.809255785,0.385416667,0.731958763,0.186666667,0.164705882,0,0.004416041
6,5,apr,mon,0.74617737,0.080131723,0.020012508,0.151041667,0.23024055,0.653333333,0.317647059,0,0.01202743
4,5,aug,wed,0.96941896,0.785583608,0.831019387,0.895833333,0.659793814,0.453333333,0.588235294,0,0.023085485
1,4,aug,fri,0.825688073,0.709110867,0.780863039,0.807291667,0.261168385,0.973333333,0.529411765,0,0.034861595
1,4,aug,wed,0.862385321,0.68935236,0.763352095,0.364583333,0.5395189,0.466666667,0.423529412,0,0.297095465
8,6,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.505154639,0.653333333,0.529411765,0,0.011919721
7,4,aug,sat,0.859327217,0.990852543,0.99249531,0.359375,0.388316151,0.76,0.894117647,0,0.006965138
1,4,sep,sun,0.840978593,1,1,0.328125,0.35395189,0.813333333,0.847058824,0,0.01331993
6,5,mar,mon,0.724770642,0.044273692,0.014133834,0.328125,0.206185567,0.4,0.635294118,0,0.011417083
3,4,mar,wed,0.816513761,0.056714233,0.019387117,0.338541667,0.240549828,0.346666667,0.588235294,0,0.01992604
6,5,mar,thu,0.850152905,0.064398097,0.022388993,0.401041667,0.312714777,0.16,0.376470588,0,0.023731734
4,3,may,fri,0.798165138,0.081961215,0.060162602,0.255208333,0.474226804,0.333333333,0.423529412,0,0.138153879
8,3,jun,mon,0.755351682,0.341017197,0.254409006,0.203125,0.347079038,0.853333333,0.423529412,0,0.006965138
9,4,jun,sat,0.825688073,0.212586901,0.283927455,0.447916667,0.697594502,0.466666667,0.317647059,0,0.252468316
4,3,jun,thu,0.902140673,0.368825467,0.364102564,0.520833333,0.762886598,0.266666667,0.270588235,0,0.036189997
4,3,jul,thu,0.917431193,0.301134285,0.462038774,0.473958333,0.790378007,0.173333333,0.105882353,0,0.006318888
4,3,jul,sun,0.923547401,0.35967801,0.497560976,0.723958333,0.75257732,0.4,0.423529412,0,0.026424443
7,4,jul,sun,0.923547401,0.35967801,0.497560976,0.723958333,0.481099656,0.893333333,0.482352941,0,0.007934513
7,4,jul,mon,0.785932722,0.369191365,0.507817386,0.291666667,0.632302405,0.56,0.529411765,0,1
9,9,jul,thu,0.908256881,0.407610684,0.668417761,0.453125,0.89347079,0.133333333,0.482352941,0,0.009873263
3,4,aug,sun,0.960244648,0.465788511,0.702313946,0.692708333,0.659793814,0.333333333,0.635294118,0,0.004631458
2,5,aug,sun,0.960244648,0.465788511,0.702313946,0.692708333,0.993127148,0.133333333,0.423529412,0,0.094891035
5,4,aug,tue,0.966360856,0.506037322,0.725703565,0.880208333,0.683848797,0.373333333,0.694117647,0,0.007180555
5,4,aug,tue,0.966360856,0.506037322,0.725703565,0.880208333,0.762886598,0.253333333,0.376470588,0,0.058880551
4,4,aug,tue,0.966360856,0.506037322,0.725703565,0.880208333,0.52233677,0.746666667,0.847058824,0,0.167665961
1,3,aug,fri,0.990825688,0.567142334,0.760475297,0.546875,0.800687285,0.186666667,0.482352941,0,0.155530823
6,6,aug,sat,0.993883792,0.589096231,0.772232645,0.6875,0.914089347,0.2,0.529411765,0,0.030840484
